死因,年,月,年月日,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,10歳未満,10代,20代,30代,40代,50代,60代,70代,80歳以上,不詳,合計
Se31 老衰,2021,4,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,4,13,116,292,1032,2470,3929,3079,1239,0,0,0,0,0,0,17,408,11749,0,12174
Se32 不慮の事故,2021,4,2021-04-01,10,5,6,13,24,13,14,23,19,40,49,91,96,148,262,351,483,616,480,213,47,15,19,37,37,59,140,244,613,1839,2,3005
Se33 交通事故,2021,4,2021-04-01,0,2,2,9,15,5,5,8,9,14,23,17,18,23,24,35,36,22,10,0,0,2,11,20,13,23,40,41,59,68,1,278
Se34 自殺,2021,4,2021-04-01,0,0,9,60,122,100,113,122,125,176,162,140,115,117,138,114,74,63,21,9,1,0,69,222,235,301,302,232,252,168,6,1787
総数,2021,5,2021-05-01,153,23,35,119,189,211,260,358,578,1182,1694,2250,3286,5898,11252,13105,18077,23777,21497,10770,2813,176,154,400,618,1760,3944,9184,24357,76934,29,117556
Se01 結核,2021,5,2021-05-01,0,0,0,0,0,0,0,0,0,1,3,1,0,1,6,20,23,48,41,16,5,0,0,0,0,1,4,1,26,133,0,165
Se02 悪性新生物＜腫瘍＞,2021,5,2021-05-01,5,8,9,8,9,20,53,74,168,363,618,927,1489,2718,4908,4977,5499,5259,3258,1002,143,13,17,29,127,531,1545,4207,9885,15161,1,31516
Se03 食道の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,0,0,0,2,11,19,43,78,96,176,167,144,110,50,6,1,0,0,0,0,13,62,174,343,311,0,903
Se04 胃の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,3,3,13,12,25,38,62,142,296,524,582,573,648,408,128,12,0,0,3,16,37,100,438,1106,1769,0,3469
Se05 結腸の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,2,7,5,13,22,56,86,126,233,428,432,501,492,410,152,19,0,0,2,12,35,142,359,860,1574,0,2984
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,1,1,1,5,9,23,35,55,84,166,213,203,183,159,94,31,3,0,0,2,6,32,90,250,416,470,0,1266
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,0,1,1,3,10,25,47,87,162,342,307,400,384,181,47,5,0,0,0,2,13,72,249,649,1017,0,2002
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,0,0,0,1,2,14,29,42,78,194,233,319,315,216,66,14,0,0,0,0,3,43,120,427,930,0,1523
Se09 膵の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,1,0,0,0,3,3,8,32,64,108,162,300,545,548,546,513,291,73,10,0,1,0,6,40,172,462,1093,1433,0,3207
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,0,0,3,16,30,72,140,251,546,1144,1198,1123,1054,566,148,22,0,0,0,3,46,212,797,2342,2913,1,6314
Se11 乳房の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,1,3,9,23,83,84,104,132,137,155,122,163,97,83,52,9,0,0,1,12,106,188,269,277,404,0,1257
Se12 子宮の悪性新生物＜腫瘍＞,2021,5,2021-05-01,0,0,0,0,0,1,9,9,18,34,43,45,62,69,72,55,60,49,34,17,2,0,0,1,18,52,88,131,127,162,0,579
Se13 白血病,2021,5,2021-05-01,0,1,0,2,2,1,4,4,15,12,18,29,31,68,139,106,154,121,60,19,1,1,2,3,8,27,47,99,245,355,0,787
Se14 糖尿病,2021,5,2021-05-01,0,0,0,0,2,3,0,6,4,17,21,37,49,62,137,159,201,254,174,63,7,0,0,5,6,21,58,111,296,699,0,1196
Se15 高血圧性疾患,2021,5,2021-05-01,0,0,0,0,0,0,0,1,2,10,9,19,21,41,47,61,102,176,173,125,39,0,0,0,1,12,28,62,108,615,0,826
Se16 心疾患（高血圧性を除く）,2021,5,2021-05-01,2,1,1,1,8,15,15,38,65,147,200,260,430,644,1305,1571,2361,3710,3802,1934,456,3,2,23,53,212,460,1074,2876,12263,0,16966
Se17 急性心筋梗塞,2021,5,2021-05-01,0,0,0,0,3,1,3,3,18,36,53,76,111,132,323,293,389,442,328,126,24,0,0,4,6,54,129,243,616,1309,0,2361
Se18 その他の虚血性心疾患,2021,5,2021-05-01,0,0,0,0,0,1,1,7,15,34,64,88,131,194,336,375,460,565,449,150,24,0,0,1,8,49,152,325,711,1648,0,2894
Se19 不整脈及び伝導障害,2021,5,2021-05-01,1,1,0,1,3,7,6,13,15,39,34,40,64,99,178,242,359,537,548,299,52,2,1,10,19,54,74,163,420,1795,0,2538
Se20 心不全,2021,5,2021-05-01,0,0,1,0,1,3,4,8,8,22,30,41,77,155,341,481,876,1708,2028,1157,312,0,1,4,12,30,71,232,822,6081,0,7253
Se21 脳血管疾患,2021,5,2021-05-01,0,1,1,0,1,2,7,23,45,115,140,159,203,360,691,873,1404,1904,1560,765,164,1,1,3,30,160,299,563,1564,5797,0,8418
Se22 くも膜下出血,2021,5,2021-05-01,0,1,0,0,1,0,3,13,20,48,41,45,46,77,117,99,126,144,80,29,3,1,0,1,16,68,86,123,216,382,0,893
Se23 脳内出血,2021,5,2021-05-01,0,0,1,0,0,1,4,10,22,59,81,87,109,177,277,284,438,484,308,135,22,0,1,1,14,81,168,286,561,1387,0,2499
Se24 脳梗塞,2021,5,2021-05-01,0,0,0,0,0,1,0,0,2,5,11,22,45,94,272,471,799,1230,1136,577,131,0,0,1,0,7,33,139,743,3873,0,4796
Se25 大動脈瘤及び解離,2021,5,2021-05-01,0,0,0,0,0,1,3,0,9,13,21,31,45,96,170,177,206,319,211,83,7,0,0,1,3,22,52,141,347,826,0,1392
Se26 肺炎,2021,5,2021-05-01,1,0,0,0,1,2,3,3,4,14,20,24,66,137,356,529,982,1509,1464,706,145,1,0,3,6,18,44,203,885,4806,0,5966
Se27 慢性閉塞性肺疾患,2021,5,2021-05-01,0,0,0,0,0,0,0,0,0,1,4,4,11,46,110,181,292,335,241,63,8,0,0,0,0,1,8,57,291,939,0,1296
Se28 喘息,2021,5,2021-05-01,0,0,0,0,1,0,0,0,0,1,0,0,2,4,6,8,5,25,17,12,3,0,0,1,0,1,0,6,14,62,0,84
Se29 肝疾患,2021,5,2021-05-01,0,0,0,0,0,2,8,12,28,73,101,84,125,164,207,181,178,169,94,25,2,0,0,2,20,101,185,289,388,468,1,1454
Se30 腎不全,2021,5,2021-05-01,1,0,0,0,0,1,1,1,2,9,15,16,30,63,164,212,373,612,539,217,40,1,0,1,2,11,31,93,376,1781,1,2297
Se31 老衰,2021,5,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,20,89,282,996,2354,3879,3007,1253,0,0,0,0,0,0,23,371,11489,0,11883
Se32 不慮の事故,2021,5,2021-05-01,10,6,4,13,16,20,18,22,35,41,66,67,81,142,262,305,438,518,460,228,42,16,17,36,40,76,133,223,567,1686,0,2794
Se33 交通事故,2021,5,2021-05-01,3,2,1,11,10,6,3,12,7,8,20,19,11,16,26,22,39,28,6,2,0,5,12,16,15,15,39,27,48,75,0,252
Se34 自殺,2021,5,2021-05-01,0,0,9,71,111,114,100,111,124,158,156,151,113,128,162,108,89,62,26,11,0,0,80,225,211,282,307,241,270,188,2,1806
総数,2021,6,2021-06-01,151,31,25,91,183,154,245,369,597,1133,1637,2217,3152,5331,10355,11844,16722,21337,19564,9935,2602,182,116,337,614,1730,3854,8483,22199,70160,47,107722
Se01 結核,2021,6,2021-06-01,0,0,0,0,0,0,0,0,0,0,1,2,0,3,7,6,32,32,38,8,4,0,0,0,0,0,3,3,13,114,0,133
Se02 悪性新生物＜腫瘍＞,2021,6,2021-06-01,8,8,3,13,12,15,38,88,194,364,609,953,1453,2545,4776,4726,5396,5045,3082,961,129,16,16,27,126,558,1562,3998,9502,14613,1,30419
Se03 食道の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,0,0,0,0,2,9,17,31,71,98,165,178,138,94,56,15,2,0,0,0,0,11,48,169,343,305,0,876
Se04 胃の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,1,2,6,4,20,37,44,84,143,274,529,509,612,592,355,138,14,0,0,3,10,57,128,417,1038,1711,0,3364
Se05 結腸の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,1,0,3,11,21,27,70,73,128,227,434,385,487,487,404,136,17,0,0,1,14,48,143,355,819,1531,0,2911
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,0,1,1,4,9,23,37,64,80,138,228,179,185,137,96,28,6,0,0,1,5,32,101,218,407,452,0,1216
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,0,0,0,4,6,9,26,44,97,154,298,313,329,392,198,57,8,0,0,0,4,15,70,251,611,984,1,1936
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,0,0,0,2,0,6,8,27,44,100,172,200,290,302,208,69,10,0,0,0,2,6,35,144,372,879,0,1438
Se09 膵の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,0,0,1,3,10,24,59,110,166,294,515,555,602,471,249,92,12,0,0,0,4,34,169,460,1070,1426,0,3163
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,2,0,1,11,13,47,72,122,270,523,1106,1073,1132,956,546,131,13,0,0,2,12,60,194,793,2179,2778,0,6018
Se11 乳房の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,0,0,9,13,32,61,71,101,105,118,186,118,134,116,84,41,11,0,0,0,22,93,172,223,304,386,0,1200
Se12 子宮の悪性新生物＜腫瘍＞,2021,6,2021-06-01,0,0,0,0,1,1,2,6,19,21,49,49,53,65,67,68,51,57,30,11,2,0,0,2,8,40,98,118,135,151,0,552
Se13 白血病,2021,6,2021-06-01,1,2,0,3,2,5,0,4,7,9,11,21,36,68,97,119,121,113,48,10,2,3,3,7,4,16,32,104,216,294,0,679
Se14 糖尿病,2021,6,2021-06-01,0,0,0,0,0,0,2,6,3,12,18,33,57,57,130,128,189,204,178,48,11,0,0,0,8,15,51,114,258,630,0,1076
Se15 高血圧性疾患,2021,6,2021-06-01,0,0,0,0,0,0,0,1,1,6,10,8,14,28,45,64,99,121,188,84,36,0,0,0,1,7,18,42,109,528,1,706
Se16 心疾患（高血圧性を除く）,2021,6,2021-06-01,5,2,2,2,8,8,22,36,58,122,214,254,359,590,1124,1324,2119,3213,3272,1807,391,7,4,16,58,180,468,949,2448,10802,7,14939
Se17 急性心筋梗塞,2021,6,2021-06-01,0,0,0,0,1,0,5,4,17,34,47,72,97,150,237,240,347,396,318,122,14,0,0,1,9,51,119,247,477,1197,1,2102
Se18 その他の虚血性心疾患,2021,6,2021-06-01,0,0,0,0,0,0,5,5,13,28,59,73,99,173,285,290,416,420,311,164,32,0,0,0,10,41,132,272,575,1343,5,2378
Se19 不整脈及び伝導障害,2021,6,2021-06-01,1,0,0,1,4,3,6,14,11,22,38,35,46,77,192,206,298,508,452,271,52,1,1,7,20,33,73,123,398,1581,0,2237
Se20 心不全,2021,6,2021-06-01,0,0,0,0,1,2,3,7,12,25,44,40,61,116,280,404,849,1478,1817,1057,269,0,0,3,10,37,84,177,684,5470,1,6466
Se21 脳血管疾患,2021,6,2021-06-01,0,0,0,0,2,5,7,21,36,92,118,138,201,304,671,837,1251,1698,1480,691,140,0,0,7,28,128,256,505,1508,5260,0,7692
Se22 くも膜下出血,2021,6,2021-06-01,0,0,0,0,2,2,4,9,11,34,37,29,57,56,80,94,111,119,74,25,3,0,0,4,13,45,66,113,174,332,0,747
Se23 脳内出血,2021,6,2021-06-01,0,0,0,0,0,0,1,12,20,54,65,83,98,146,289,279,400,448,319,103,17,0,0,0,13,74,148,244,568,1287,0,2334
Se24 脳梗塞,2021,6,2021-06-01,0,0,0,0,0,1,1,0,3,4,13,19,39,93,286,443,712,1083,1048,548,112,0,0,1,1,7,32,132,729,3503,0,4405
Se25 大動脈瘤及び解離,2021,6,2021-06-01,0,0,0,0,0,1,0,2,5,11,27,25,43,62,134,158,223,261,210,66,9,0,0,1,2,16,52,105,292,769,0,1237
Se26 肺炎,2021,6,2021-06-01,1,0,0,0,1,2,2,1,9,14,17,29,43,128,290,494,853,1317,1347,599,115,1,0,3,3,23,46,171,784,4231,0,5262
Se27 慢性閉塞性肺疾患,2021,6,2021-06-01,0,0,0,0,0,0,0,0,2,1,2,9,13,45,124,211,249,331,195,57,6,0,0,0,0,3,11,58,335,838,0,1245
Se28 喘息,2021,6,2021-06-01,1,0,0,0,0,0,0,0,0,2,1,1,0,3,2,12,6,20,17,7,2,1,0,0,0,2,2,3,14,52,0,74
Se29 肝疾患,2021,6,2021-06-01,0,0,0,0,0,2,1,16,23,72,93,103,128,143,168,170,178,166,86,23,1,0,0,2,17,95,196,271,338,454,0,1373
Se30 腎不全,2021,6,2021-06-01,0,1,0,0,0,1,1,2,1,9,20,20,38,67,160,201,352,521,452,208,35,1,0,1,3,10,40,105,361,1568,0,2089
Se31 老衰,2021,6,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,16,87,242,889,2231,3651,2969,1188,0,0,0,0,0,0,18,329,10928,1,11276
Se32 不慮の事故,2021,6,2021-06-01,8,6,2,9,20,12,8,19,30,47,45,50,82,109,232,260,372,490,416,173,40,14,11,32,27,77,95,191,492,1491,3,2433
Se33 交通事故,2021,6,2021-06-01,2,3,1,6,8,2,2,6,10,9,17,12,16,16,44,32,40,23,12,3,0,5,7,10,8,19,29,32,76,78,1,265
Se34 自殺,2021,6,2021-06-01,0,0,12,57,107,90,106,122,132,177,176,155,109,94,138,112,93,72,28,11,0,0,69,197,228,309,331,203,250,204,3,1794
総数,2021,7,2021-07-01,159,29,41,93,175,198,237,370,579,1111,1779,2297,3173,5538,10864,12198,17315,22295,19879,10217,2694,188,134,373,607,1690,4076,8711,23062,72400,50,111291
Se01 結核,2021,7,2021-07-01,0,0,0,0,0,0,0,0,1,0,1,1,2,4,8,12,29,33,38,11,2,0,0,0,0,1,2,6,20,113,0,142
Se02 悪性新生物＜腫瘍＞,2021,7,2021-07-01,3,8,9,7,17,13,39,79,176,333,654,972,1484,2703,5078,4928,5647,5362,3269,1017,139,11,16,30,118,509,1626,4187,10006,15434,1,31938
Se03 食道の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,0,1,0,12,17,31,76,101,203,179,145,120,44,6,2,0,0,0,1,12,48,177,382,317,0,937
Se04 胃の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,1,3,5,8,12,31,52,80,146,304,563,479,635,602,352,118,9,0,0,4,13,43,132,450,1042,1716,0,3400
Se05 結腸の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,4,6,15,34,60,88,132,223,406,422,527,544,400,170,22,0,0,0,10,49,148,355,828,1663,0,3053
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,3,2,9,21,38,46,93,160,269,214,221,155,95,26,4,0,0,0,5,30,84,253,483,501,0,1356
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,0,0,6,9,28,58,80,169,309,266,396,389,209,62,9,0,0,0,0,15,86,249,575,1065,0,1990
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,0,1,1,9,7,28,40,101,204,238,291,299,230,71,10,0,0,0,1,10,35,141,442,901,0,1530
Se09 膵の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,1,1,4,14,19,65,118,163,288,557,585,541,502,271,78,15,0,0,1,5,33,183,451,1142,1407,0,3222
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,2,8,11,33,81,146,256,568,1174,1136,1253,1051,583,162,21,0,0,0,10,44,227,824,2310,3070,0,6485
Se11 乳房の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,2,5,9,34,45,96,98,122,119,169,127,119,127,88,44,8,0,0,2,14,79,194,241,296,386,0,1212
Se12 子宮の悪性新生物＜腫瘍＞,2021,7,2021-07-01,0,0,0,0,0,0,2,8,25,30,48,49,48,61,73,72,68,54,39,9,1,0,0,0,10,55,97,109,145,171,0,587
Se13 白血病,2021,7,2021-07-01,1,0,5,1,8,4,1,3,6,13,19,20,29,59,112,142,127,112,59,14,0,1,6,12,4,19,39,88,254,312,0,735
Se14 糖尿病,2021,7,2021-07-01,0,0,0,0,0,2,0,0,8,12,17,33,38,73,139,153,182,221,143,62,19,0,0,2,0,20,50,111,292,627,1,1103
Se15 高血圧性疾患,2021,7,2021-07-01,0,0,0,0,0,0,1,0,3,6,6,14,22,32,72,61,96,146,178,100,44,0,0,0,1,9,20,54,133,564,0,781
Se16 心疾患（高血圧性を除く）,2021,7,2021-07-01,6,1,2,4,3,10,12,31,65,135,216,303,386,655,1207,1458,2276,3378,3332,1837,416,7,6,13,43,200,519,1041,2665,11239,3,15736
Se17 急性心筋梗塞,2021,7,2021-07-01,0,0,0,0,0,0,2,10,17,30,68,79,109,141,266,264,333,405,320,122,26,0,0,0,12,47,147,250,530,1206,1,2193
Se18 その他の虚血性心疾患,2021,7,2021-07-01,0,0,0,0,0,4,3,2,14,36,54,90,112,201,339,326,463,480,337,160,25,0,0,4,5,50,144,313,665,1465,2,2648
Se19 不整脈及び伝導障害,2021,7,2021-07-01,0,0,2,1,0,2,4,3,19,34,33,48,58,105,198,213,356,520,483,228,47,0,3,2,7,53,81,163,411,1634,0,2354
Se20 心不全,2021,7,2021-07-01,2,0,0,1,2,2,2,13,7,23,35,56,70,158,283,465,856,1547,1803,1127,276,2,1,4,15,30,91,228,748,5609,0,6728
Se21 脳血管疾患,2021,7,2021-07-01,1,2,2,0,1,5,7,30,39,103,130,147,195,311,689,836,1280,1787,1507,698,146,3,2,6,37,142,277,506,1525,5418,2,7918
Se22 くも膜下出血,2021,7,2021-07-01,0,0,1,0,1,2,5,20,24,42,42,46,50,60,80,103,96,129,87,27,3,0,1,3,25,66,88,110,183,342,0,818
Se23 脳内出血,2021,7,2021-07-01,1,1,1,0,0,2,1,10,10,51,72,78,107,138,279,271,381,419,319,112,25,2,1,2,11,61,150,245,550,1256,1,2279
Se24 脳梗塞,2021,7,2021-07-01,0,1,0,0,0,1,1,0,3,5,12,19,32,102,308,438,765,1197,1068,537,114,1,0,1,1,8,31,134,746,3681,1,4604
Se25 大動脈瘤及び解離,2021,7,2021-07-01,0,0,0,0,0,1,1,1,3,14,14,29,38,62,142,132,224,262,186,70,8,0,0,1,2,17,43,100,274,750,1,1188
Se26 肺炎,2021,7,2021-07-01,1,0,1,0,0,0,0,2,5,7,16,23,42,126,317,488,875,1376,1260,620,141,1,1,0,2,12,39,168,805,4272,0,5300
Se27 慢性閉塞性肺疾患,2021,7,2021-07-01,0,0,0,0,0,0,0,0,0,2,2,4,13,41,122,196,309,319,213,76,6,0,0,0,0,2,6,54,318,923,0,1303
Se28 喘息,2021,7,2021-07-01,0,0,0,0,0,0,0,0,0,1,2,1,1,0,4,8,8,14,8,7,3,0,0,0,0,1,3,1,12,40,0,57
Se29 肝疾患,2021,7,2021-07-01,2,0,0,1,2,1,2,15,34,56,111,114,109,130,199,155,168,175,86,37,3,2,1,3,17,90,225,239,354,469,0,1400
Se30 腎不全,2021,7,2021-07-01,2,0,0,0,0,0,0,2,3,10,18,17,34,68,147,198,367,534,486,231,35,2,0,0,2,13,35,102,345,1653,0,2152
Se31 老衰,2021,7,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5,9,98,264,941,2355,3745,3031,1195,0,0,0,0,0,0,14,362,11267,0,11643
Se32 不慮の事故,2021,7,2021-07-01,10,8,4,21,20,23,20,26,25,51,80,67,90,128,246,285,417,532,446,177,42,18,25,43,46,76,147,218,531,1614,2,2720
Se33 交通事故,2021,7,2021-07-01,3,3,1,8,10,12,7,9,1,15,20,16,20,16,33,38,36,33,13,0,0,6,9,22,16,16,36,36,71,82,0,294
Se34 自殺,2021,7,2021-07-01,0,1,12,47,101,108,107,115,115,140,156,132,96,97,146,102,82,68,27,8,2,1,59,209,222,255,288,193,248,187,2,1664
総数,2021,8,2021-08-01,155,36,52,102,195,194,218,392,661,1175,1844,2482,3415,5762,11401,12784,18155,23297,21073,10693,2657,191,154,389,610,1836,4326,9177,24185,75875,79,116822
Se01 結核,2021,8,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,21,33,21,18,3,0,0,0,0,0,0,3,24,96,0,123
Se02 悪性新生物＜腫瘍＞,2021,8,2021-08-01,2,12,6,16,13,18,28,77,196,378,647,930,1507,2767,5165,5060,5803,5557,3344,1059,111,14,22,31,105,574,1577,4274,10225,15874,1,32697
Se03 食道の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,0,1,5,12,17,32,56,113,194,196,163,114,51,13,0,0,0,0,1,17,49,169,390,341,0,967
Se04 胃の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,1,0,2,6,10,20,28,50,70,147,284,544,508,620,643,401,117,20,0,1,2,16,48,120,431,1052,1801,0,3471
Se05 結腸の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,1,3,20,37,75,91,124,266,420,455,513,580,383,175,21,0,0,0,4,57,166,390,875,1672,0,3164
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,2,1,15,23,49,65,86,148,250,201,187,168,93,33,3,0,0,0,3,38,114,234,451,484,0,1324
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,1,3,4,14,22,51,99,146,339,303,404,404,217,60,5,0,0,0,4,18,73,245,642,1090,0,2072
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,0,1,1,5,10,16,40,98,205,224,286,331,183,75,10,0,0,0,1,6,26,138,429,885,0,1485
Se09 膵の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,0,4,9,28,68,113,164,322,534,539,579,503,302,95,6,0,0,0,4,37,181,486,1073,1485,0,3266
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,0,2,5,22,32,82,121,263,557,1226,1205,1267,1054,590,154,13,0,0,0,7,54,203,820,2431,3078,0,6593
Se11 乳房の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,1,2,15,28,63,74,102,117,146,175,155,137,131,89,45,6,0,0,1,17,91,176,263,330,408,0,1286
Se12 子宮の悪性新生物＜腫瘍＞,2021,8,2021-08-01,0,0,0,0,0,1,3,7,19,32,40,48,52,69,78,64,59,67,38,19,0,0,0,1,10,51,88,121,142,183,0,596
Se13 白血病,2021,8,2021-08-01,0,2,1,4,2,2,3,4,7,12,13,25,45,74,150,133,153,119,62,15,1,2,5,4,7,19,38,119,283,350,0,827
Se14 糖尿病,2021,8,2021-08-01,0,1,0,0,1,1,2,3,2,11,20,34,50,71,141,157,205,230,159,58,8,1,0,2,5,13,54,121,298,660,1,1155
Se15 高血圧性疾患,2021,8,2021-08-01,0,0,0,0,0,0,0,0,5,6,8,13,19,36,57,65,103,150,153,108,45,0,0,0,0,11,21,55,122,559,1,769
Se16 心疾患（高血圧性を除く）,2021,8,2021-08-01,5,2,1,1,3,18,10,33,63,130,223,325,415,653,1265,1456,2221,3394,3525,1859,398,7,2,21,43,193,548,1068,2721,11397,7,16007
Se17 急性心筋梗塞,2021,8,2021-08-01,0,0,0,0,0,1,3,3,14,35,53,83,107,148,265,279,355,411,285,116,20,0,0,1,6,49,136,255,544,1187,0,2178
Se18 その他の虚血性心疾患,2021,8,2021-08-01,1,1,0,0,0,1,0,6,10,29,63,93,130,179,343,344,405,525,390,146,34,2,0,1,6,39,156,309,687,1500,7,2707
Se19 不整脈及び伝導障害,2021,8,2021-08-01,0,0,0,0,1,7,3,14,17,23,45,58,58,107,188,218,307,491,480,269,37,0,0,8,17,40,103,165,406,1584,0,2323
Se20 心不全,2021,8,2021-08-01,0,1,0,0,1,3,3,4,13,28,36,61,85,150,343,464,920,1559,1955,1108,282,1,0,4,7,41,97,235,807,5824,0,7016
Se21 脳血管疾患,2021,8,2021-08-01,1,0,3,1,0,1,7,26,47,84,161,191,201,311,701,878,1348,1776,1487,748,150,1,4,1,33,131,352,512,1579,5509,2,8124
Se22 くも膜下出血,2021,8,2021-08-01,0,0,1,0,0,0,5,10,22,35,61,59,53,66,110,93,121,134,85,30,4,0,1,0,15,57,120,119,203,374,0,889
Se23 脳内出血,2021,8,2021-08-01,1,0,2,1,0,0,0,12,22,42,75,101,103,138,282,295,384,471,284,111,23,1,3,0,12,64,176,241,577,1273,2,2349
Se24 脳梗塞,2021,8,2021-08-01,0,0,0,0,0,0,0,0,3,3,15,27,34,98,287,471,812,1126,1079,586,118,0,0,0,0,6,42,132,758,3721,0,4659
Se25 大動脈瘤及び解離,2021,8,2021-08-01,0,0,0,0,0,0,1,3,4,13,19,30,40,77,127,186,226,265,221,58,7,0,0,0,4,17,49,117,313,777,0,1277
Se26 肺炎,2021,8,2021-08-01,2,0,0,0,0,3,2,2,6,12,20,36,62,139,364,500,987,1512,1490,649,164,2,0,3,4,18,56,201,864,4802,0,5950
Se27 慢性閉塞性肺疾患,2021,8,2021-08-01,0,0,0,0,0,0,0,0,0,0,4,8,12,41,131,226,300,330,232,91,11,0,0,0,0,0,12,53,357,964,0,1386
Se28 喘息,2021,8,2021-08-01,0,0,0,0,0,0,0,0,0,1,2,0,4,3,5,8,7,14,13,9,1,0,0,0,0,1,2,7,13,44,0,67
Se29 肝疾患,2021,8,2021-08-01,1,0,0,0,1,1,4,10,40,78,84,109,126,147,184,172,201,171,94,25,2,1,0,2,14,118,193,273,356,493,1,1451
Se30 腎不全,2021,8,2021-08-01,0,0,0,0,0,0,1,1,0,10,10,22,33,65,170,209,380,578,495,213,34,0,0,0,2,10,32,98,379,1700,0,2221
Se31 老衰,2021,8,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,24,127,316,959,2406,4007,3188,1194,0,0,0,0,0,0,27,443,11754,0,12224
Se32 不慮の事故,2021,8,2021-08-01,14,6,7,16,20,14,20,28,32,39,63,85,93,129,247,316,421,553,432,215,36,20,23,34,48,71,148,222,563,1657,3,2789
Se33 交通事故,2021,8,2021-08-01,1,1,3,9,12,5,4,4,11,14,13,25,20,18,31,36,32,23,6,2,0,2,12,17,8,25,38,38,67,63,0,270
Se34 自殺,2021,8,2021-08-01,0,0,16,48,109,99,91,127,136,151,145,128,81,91,143,94,91,74,32,8,1,0,64,208,218,287,273,172,237,206,7,1672
総数,2021,9,2021-09-01,144,18,39,94,182,177,225,322,544,1125,1828,2269,3198,5402,11137,12595,17843,23158,20801,10851,2716,162,133,359,547,1669,4097,8600,23732,75369,48,114716
